objectNumber,collection,briefDescription,objectName,title,titleType,material,objectProductionDate,objectProductionDateType,dimensionValue,dimension,dimensionMeasurementUnit,objectProductionPerson,objectProductionPersonRole,objectProductionPersonType,owner,owner Type
45490,Albuquerque Public Art,White cement relief sculpture depicting a soldier in combat.,bas-reliefs (sculpture),Brave Men,cited,cement products,1984,creation,7,height,feet,Willard Schroeder,artist,person,Albuquerque Public Art,organization
45493,Albuquerque Public Art,Large bronze abstract figurative sculpture of a person riding a horse that is rearing up on it's hind legs.,sculpture (visual work),The Last Ride,cited,bronze (metal),1990,creation,59,height,inches,Fritz Scholder,artist,person,Albuquerque Public Art,organization
45496,Albuquerque Public Art,Colorful and whimsical ceramic tile mural depicting life in a small town.,mosaics (visual works),Children Build Community,cited,ceramic tile,1998,creation,8,height,feet,Glenn Schwaiger,artist,person,Albuquerque Public Art,organization
45499,Albuquerque Public Art,"Representational bronze sculpture depicting two lions, one relaxing and one crouching.",sculpture (visual work),Lion’s Share,cited,bronze (metal),1991,creation,4,height,feet,Cynthia Rowland,artist,person,Albuquerque Public Art,organization
45504,Albuquerque Public Art,Large-scale abstract and geometric steel sculpture with numerous cube-like forms welded together and powder coated in a deep blue color.,sculpture (visual work),Variacion Nuevo Mexico,cited,paint; steel (alloy),1989,creation,27,height,feet,Sebastian,artist,person,Albuquerque Public Art,organization
45509,Albuquerque Public Art,Carved wood doorway ornament depicting a squirrel eating an acorn.,ornaments,Wild Things (Squirrel),cited,wood (plant material),1993,creation,12,height,inches,Michael Semsch,artist,person,Albuquerque Public Art,organization
45511,Albuquerque Public Art,Carved wood doorway ornament depicting a ram with large horns.,ornaments,Wild Things (Ram),cited,wood (plant material),1993,creation,12,height,inches,Michael Naranjo,artist,person,Albuquerque Public Art,organization
45513,Albuquerque Public Art,Carved wood doorway ornament depicting a wolf leaping into the air.,ornaments,Wild Things (Wolf),cited,wood (plant material),1993,creation,12,height,inches,Michael Naranjo,artist,person,Albuquerque Public Art,organization
45515,Albuquerque Public Art,Carved wood doorway ornament depicting a deer head.,ornaments,Wild Things (Deer),cited,wood (plant material),1993,creation,12,height,inches,Michael Semsch,artist,person,Albuquerque Public Art,organization
45517,Albuquerque Public Art,Carved wood doorway ornament depicting a fish.,ornaments,Wild Things (Fish),cited,wood (plant material),1993,creation,12,height,inches,Michael Semsch,artist,person,Albuquerque Public Art,organization
45519,Albuquerque Public Art,Carved wood doorway ornament depicting a toad.,ornaments,Wild Things (Toad),cited,wood (plant material),1993,creation,12,height,inches,Michael Semsch,artist,person,Albuquerque Public Art,organization
45521,Albuquerque Public Art,Carved wood doorway ornament depicting a buffalo head.,ornaments,Wild Things (Buffalo),cited,wood (plant material),1993,creation,12,height,inches,Michael Semsch,artist,person,Albuquerque Public Art,organization
45523,Albuquerque Public Art,Carved wood doorway ornament depicting a hummingbird.,ornaments,Wild Things (Hummingbird 1),cited,wood (plant material),1993,creation,12,height,inches,Michael Semsch,artist,person,Albuquerque Public Art,organization
45525,Albuquerque Public Art,Carved wood doorway ornament depicting a hummingbird in flight.,ornaments,Wild Things (Hummingbird 2),cited,wood (plant material),1993,creation,12,height,inches,Michael Semsch,artist,person,Albuquerque Public Art,organization
45527,Albuquerque Public Art,Carved wood doorway ornament depicting a hare.,ornaments,Wild Things (Hare),cited,wood (plant material),1993,creation,12,height,inches,Michael Semsch,artist,person,Albuquerque Public Art,organization
45529,Albuquerque Public Art,Carved wood doorway ornament depicting an eagle in flight.,ornaments,Wild Things (Eagle),cited,wood (plant material),1993,creation,12,height,inches,Michael Semsch,artist,person,Albuquerque Public Art,organization
45531,Albuquerque Public Art,Carved wooden column with carved wooden lizards crawling up and around it.,ornaments,Wild Things (Lizards),cited,wood (plant material),1993,creation,12,height,inches,Michael Semsch,artist,person,Albuquerque Public Art,organization
45533,Albuquerque Public Art,Carved wood doorway ornament depicting a hawk.,ornaments,Wild Things (Hawk),cited,wood (plant material),1993,creation,12,height,inches,Michael Semsch,artist,person,Albuquerque Public Art,organization
45535,Albuquerque Public Art,"Sand-blasted and glazed block walls with etchings of small figures and symbols, above benches for seating.",benches (furniture); sculpture (visual work),Bus Stop and Low Walls,cited,granite (rock),1997,creation,3,height,feet,Joan Weissman,artist,person,Albuquerque Public Art,organization
45537,Albuquerque Public Art,"Abstract and geometric circular shape that folds into a triangular shape, covered in a black patina.",sculpture (visual work),Star,cited,bronze (metal),1997,creation,77,height,inches,Richard Beckman,artist,person,Albuquerque Public Art,organization
45539,Albuquerque Public Art,Ceramic tile mosaic mural depicting varying signs for local stores and restaurants that were or are located in the Barelas neighborhood of Albuquerque.,mosaics (visual works),Mi Jacalito y Mi Comunidad,cited,ceramic tile,1997,creation,5,height,feet,Esteban Duran,artist,person,Albuquerque Public Art,organization
45543,Albuquerque Public Art,Representational ceramic tile mosaic mural depicting Aztec dancers with a modern cityscape in the background.,mosaics (visual works),Ahora y Cuando,cited,ceramic tile,1997,creation,5,height,feet,Patricio A. Zamora (PAZ),artist,person,Albuquerque Public Art,organization
45546,Albuquerque Public Art,Large geometric steel snake form that has been painted a bright red color.,sculpture (visual work),Kolowisi,cited,paint; steel (alloy),1983,creation,9,height,feet,Andrew Shows,artist,person,Albuquerque Public Art,organization
45550,Albuquerque Public Art,Painted mural of three red hearts against a brown rainbow form and a blue sky with clouds.,mural paintings (visual works),Paz Y Unidad/Peace and Unity,cited,acrylic paint,1993,creation,7,height,feet,Joe Stephenson,artist,person,Albuquerque Public Art,organization
45558,Albuquerque Public Art,Acrylic painted mural depicting the history and evolution of calligraphy through the ages.,mural paintings (visual works),Untitled Historical timeline of Books,cited,acrylic paint,1996,creation,25,height,inches,Diana Stetson,artist,person,Albuquerque Public Art,organization
45562,Albuquerque Public Art,"Ceramic tile mosaic mural depicting a small house, a figure, a cloud with rain, flowers and a tree in a whimsical style.",mosaics (visual works),East Central Mosaics (Home on the Rainbow),cited,ceramic (material),1996,creation,6,height,feet,Robert Stout,artist,person,Albuquerque Public Art,organization
45565,Albuquerque Public Art,Ceramic tile mosaic mural depicting flowers in a whimsical style and with a jagged edge.,mosaics (visual works),East Central Mosaics (March of the Flowers),cited,ceramic tile,1902,creation,3,height,feet,Robert Stout,artist,person,Albuquerque Public Art,organization
45567,Albuquerque Public Art,Ceramic tile mosaic mural depicting flowers in a whimsical style in the form of a geometric pinwheel.,mosaics (visual works),East Central Mosaics (Pinwheel),cited,ceramic tile,1992,creation,7,height,feet,Robert Stout,artist,person,Albuquerque Public Art,organization
45569,Albuquerque Public Art,Porcelain tile mosaic mural that incorporates a Native American potter motif.,mosaics (visual works),Palo Duro Mosaic,cited,porcelain,1994,creation,15,diameter,feet,Robert Stout,artist,person,Albuquerque Public Art,organization
45572,Albuquerque Public Art,Abstract welded steel gate with abstract geometric windows spaced throughout.,architecture (object genre),Gates to Sculpture Garden,cited,steel (alloy),1996,creation,9,height,feet,John Suttman,artist,person,Albuquerque Public Art,organization
45576,Albuquerque Public Art,Large-scale representational bronze sculpture of a pentaceratops dinosaur.,sculpture (visual work),Pentaceratops Sternbergii; Spike,cited; popular,bronze (metal),1985,creation,10,height,feet,David Thomas,artist,person,Albuquerque Public Art,organization
45578,Albuquerque Public Art,Large-scale representational bronze sculpture of an albertosaurus dinosaur.,sculpture (visual work),Albertosaurus Sternbergii; Alberta,cited; popular,bronze (metal),1987,creation,10,height,feet,David Thomas,artist,person,Albuquerque Public Art,organization
45580,Albuquerque Public Art,Two abstract cast aluminum figures reaching out to one another while also holding abstract aluminum books.,sculpture (visual work),Sharing the Joy of a New Discovery,cited,aluminum (metal),1996,creation,13,height,feet,Alice Thompson;Wes Thompson,artist;artist,person;person,Albuquerque Public Art,organization
45584,Albuquerque Public Art,Representative bronze sculpture depicting a public safety figure holding a small child.,sculpture (visual work),To Serve & Protect,cited,bronze (metal),1984,creation,55,height,inches,Storm Townsend,artist,person,Albuquerque Public Art,organization
45587,Albuquerque Public Art,Representational bronze sculpture depicting a cat with one paw on the back of a bench and an open book to the side.,sculpture (visual work),Kimo the Cat,cited,bronze (metal),1999,creation,5,height,feet,Michele vandenHeuvel,artist,person,Albuquerque Public Art,organization
45592,Albuquerque Public Art,Large abstract geometric steel shapes set in the ground in a semi circle arrangement and painted a bright orange.,sculpture (visual work),Dawn Light,cited,copper (metal); steel (alloy),1982,creation,7,height,feet,Ed Vega,artist,person,Albuquerque Public Art,organization
45596,Albuquerque Public Art,Historic replica of wrought iron railing with intricate details throughout.,architecture (object genre),Historic Railing Design,cited,iron (metal); steel (alloy),2000,creation,400,length,feet,Jim Crane,artist,person,Albuquerque Public Art,organization
45599,Albuquerque Public Art,Representational oil painting depicting a bus driver opening the door to a bus for a woman and her small child.,paintings (visual works),A Tradition of Public Transportation in Albuquerque,cited,oil paint (pigmented coating); canvas,1989,creation,30,height,inches,Eric Velhagen,artist,person,Albuquerque Public Art,organization
45601,Albuquerque Public Art,"Fresco mural with swirling colors and an abstract, ethereal design.",mural paintings (visual works),Santa Madre Tierra y su Alma,cited,plaster,1992,creation,8,height,feet,Frederico Vigil,artist,person,Albuquerque Public Art,organization
45605,Albuquerque Public Art,Large abstract steel sculpture with rounded edge facing out of an exterior corner of Albuquerque's downtown branch library.,sculpture (visual work),Cone 10,cited,steel (alloy),1994,creation,17,height,feet,Tom Waldron,artist,person,Albuquerque Public Art,organization
45608,Albuquerque Public Art,Abstract steel sculpture that is wider at the top and bottom and angles in at the middle.,sculpture (visual work),Alligator Vase,cited,steel (alloy),1992,creation,45,height,inches,Tom Waldron,artist,person,Albuquerque Public Art,organization
